txtFieldNote,intControl,txtPDFExists,txtFileNo,txtType
PCNSS-16,1077625,Y,SC 000PCN:16,C
PCNSS-16A,1077626,Y,SC 000PCN:16A,C
PCNSS-17,1077627,Y,SC 000PCN:17,C
PCNSS-18,1077628,Y,SC 000PCN:18,C
PCNSS-19,1077629,Y,SC 000PCN:19,C
PCNSS-19A,1077630,Y,SC 000PCN:19A,C
PCNSS-19B,1077631,Y,SC 000PCN:19B,C
PCNSS-1A,1077589,Y,SC 000PCN:1A,C
PCNSS-1B,1077590,Y,SC 000PCN:1B,C
PCNSS-1C,1077591,Y,SC 000PCN:1C,C
PCNSS-2,1077592,Y,SC 000PCN:2,C
PCNSS-20,1077632,Y,SC 000PCN:20,C
PCNSS-20A,1077633,Y,SC 000PCN:20A,C
PCNSS-22,1077634,Y,SC 000PCN:22,C
PCNSS-22A,1077635,Y,SC 000PCN:22A,C
PCNSS-23,1077636,Y,SC 000PCN:23,C
PCNSS-23A,1077637,Y,SC 000PCN:23A,C
PCNSS-23B,1077638,Y,SC 000PCN:23B,C
PCNSS-24,1077639,Y,SC 000PCN:24,C
PCNSS-24A,1077640,Y,SC 000PCN:24A,C
PCNSS-25,1077641,Y,SC 000PCN:25,C
PCNSS-25A,1077642,Y,SC 000PCN:25A,C
PCNSS-26,1077643,Y,SC 000PCN:26,C
PCNSS-26A,1077644,Y,SC 000PCN:26A,C
PCNSS-27,1077645,Y,SC 000PCN:27,C
PCNSS-27A,1077646,Y,SC 000PCN:27A,C
PCNSS-28,1077647,Y,SC 000PCN:28,C
PCNSS-3,1077593,Y,SC 000PCN:3,C
PCNSS-30,1077648,Y,SC 000PCN:30,C
PCNSS-31,1077649,Y,SC 000PCN:31,C
PCNSS-31A,1077650,Y,SC 000PCN:31A,C
PCNSS-31B,1077651,Y,SC 000PCN:31B,C
PCNSS-32,1077652,Y,SC 000PCN:32,C
PCNSS-32A,1077653,Y,SC 000PCN:32A,C
PCNSS-32B,1077654,Y,SC 000PCN:32B,C
PCNSS-33,1077655,Y,SC 000PCN:33,C
PCNSS-33A,1077656,Y,SC 000PCN:33A,C
PCNSS-33B,1077657,Y,SC 000PCN:33B,C
PCNSS-34,1077658,Y,SC 000PCN:34,C
PCNSS-35,1077659,Y,SC 000PCN:35,C
PCNSS-37,1077660,Y,SC 000PCN:37,C
PCNSS-38,1077661,Y,SC 000PCN:38,C
PCNSS-38A,1077662,Y,SC 000PCN:38A,C
PCNSS-39,1077663,Y,SC 000PCN:39,C
PCNSS-3A,1077594,Y,SC 000PCN:3A,C
PCNSS-4,1077595,Y,SC 000PCN:4,C
PCNSS-40,1077664,Y,SC 000PCN:40,C
PCNSS-41,1077665,Y,SC 000PCN:41,C
PCNSS-41A,1077666,Y,SC 000PCN:41A,C
PCNSS-42,1077667,Y,SC 000PCN:42,C
PCNSS-43,1077668,Y,SC 000PCN:43,C
PCNSS-43A,1077669,Y,SC 000PCN:43A,C
PCNSS-43B,1077670,Y,SC 000PCN:43B,C
PCNSS-44,1077671,Y,SC 000PCN:44,C
PCNSS-44A,1077672,Y,SC 000PCN:44A,C
PCNSS-45,1077673,Y,SC 000PCN:45,C
PCNSS-45A,1077674,Y,SC 000PCN:45A,C
PCNSS-45B,1077675,Y,SC 000PCN:45B,C
PCNSS-49,1077676,Y,SC 000PCN:49,C
PCNSS-49A,1077677,Y,SC 000PCN:49A,C
PCNSS-4A,1077596,Y,SC 000PCN:4A,C
PCNSS-4B,1077597,Y,SC 000PCN:4B,C
PCNSS-5,1077598,Y,SC 000PCN:5,C
PCNSS-51,1077678,Y,SC 000PCN:51,C
PCNSS-51A,1077679,Y,SC 000PCN:51A,C
PCNSS-52,1077680,Y,SC 000PCN:52,C
PCNSS-52A,1077681,Y,SC 000PCN:52A,C
PCNSS-52B,1077682,Y,SC 000PCN:52B,C
PCNSS-53,1077683,Y,SC 000PCN:53,C
PCNSS-54,1077684,Y,SC 000PCN:54,C
PCNSS-54A,1077685,Y,SC 000PCN:54A,C
PCNSS-54B,1077686,Y,SC 000PCN:54B,C
PCNSS-55,1077687,Y,SC 000PCN:55,C
PCNSS-55A,1077688,Y,SC 000PCN:55A,C
PCNSS-55B,1077689,Y,SC 000PCN:55B,C
PCNSS-56,1077690,Y,SC 000PCN:56,C
PCNSS-56A,1077692,Y,SC 000PCN:56A,C
PCNSS-57,1077691,Y,SC 000PCN:57,C
PCNSS-58,1077693,Y,SC 000PCN:58,C
PCNSS-58A,1077694,Y,SC 000PCN:58A,C
PCNSS-59,1077695,Y,SC 000PCN:59,C
PCNSS-59A,1077696,Y,SC 000PCN:59A,C
PCNSS-5A,1077599,Y,SC 000PCN:5A,C
PCNSS-6,1077600,Y,SC 000PCN:6,C
PCNSS-60,1077697,Y,SC 000PCN:60,C
PCNSS-61,1077698,Y,SC 000PCN:61,C
PCNSS-62,1077699,Y,SC 000PCN:62,C
PCNSS-62A,1077700,Y,SC 000PCN:62A,C
PCNSS-62B,1077701,Y,SC 000PCN:62B,C
PCNSS-63,1077702,Y,SC 000PCN:63,C
PCNSS-63A,1077703,Y,SC 000PCN:63A,C
PCNSS-64,1077704,Y,SC 000PCN:64,C
PCNSS-65,1077705,Y,SC 000PCN:65,C
PCNSS-65A,1077706,Y,SC 000PCN:65A,C
PCNSS-66,1077707,Y,SC 000PCN:66,C
PCNSS-66A,1077708,Y,SC 000PCN:66A,C
PCNSS-66B,1077709,Y,SC 000PCN:66B,C
PCNSS-67,1077710,Y,SC 000PCN:67,C
PCNSS-69,1077711,Y,SC 000PCN:69,C
PCNSS-69A,1077712,Y,SC 000PCN:69A,C
PCNSS-69B,1077713,Y,SC 000PCN:69B,C
PCNSS-6A,1077601,Y,SC 000PCN:6A,C
PCNSS-6B,1077602,Y,SC 000PCN:6B,C
PCNSS-7,1077603,Y,SC 000PCN:7,C
PCNSS-70,1077714,Y,SC 000PCN:70,C
PCNSS-71,1077715,Y,SC 000PCN:71,C
PCNSS-71A,1077716,Y,SC 000PCN:71A,C
PCNSS-72,1077717,Y,SC 000PCN:72,C
PCNSS-72A,1077718,Y,SC 000PCN:72A,C
PCNSS-72B,1077719,Y,SC 000PCN:72B,C
PCNSS-73,1077720,Y,SC 000PCN:73,C
PCNSS-74,1077721,Y,SC 000PCN:74,C
PCNSS-74A,1077722,Y,SC 000PCN:74A,C
PCNSS-75,1077723,Y,SC 000PCN:75,C
PCNSS-75A,1077724,Y,SC 000PCN:75A,C
PCNSS-8,1077604,Y,SC 000PCN:8,C
PCNSS-8A,1077607,Y,SC 000PCN:8A,C
PCNSS-9,1077608,Y,SC 000PCN:9,C
R&Mc-1,1030955,y,SC 000053:51,E
R&Mc-10,1030681,y,SC 000049:18,E
R&Mc-11,1030669,y,SC 000049:6,E
R&Mc-12,1030838,y,SC 000051:53,E
R&Mc-13,1030871,y,SC 000052:26,E
R&Mc-14,1030807,y,SC 000051:22,E
R&Mc-15,1030864,y,SC 000052:19,E
R&Mc-16,1030860,y,SC 000052:15,E
R&Mc-17,1030940,y,SC 000053:36,E
R&Mc-18,1030771,y,SC 000050:47,E
R&Mc-19,1030946,y,SC 000053:42,E
R&Mc-20,1030777,y,SC 000050:53,E
R&Mc-21,1030833,y,SC 000051:48,E
R&Mc-22,1030833,y,SC 000051:48,E
R&Mc-23,1030905,y,SC 000052:60,E
R&Mc-24,1030914,y,SC 000053:10,E
R&Mc-25,1030813,y,SC 000051:28,E
R&Mc-26,1030906,y,SC 000053:1,E
R&Mc-27,1030906,y,SC 000053:1,E
R&Mc-28,1030886,y,SC 000052:41,E
R&Mc-3,1030653,y,SC 000048:51,E
R&Mc-30,1030832,y,SC 000051:47,E
R&Mc-31,1030877,y,SC 000052:32,E
R&Mc-32,1030639,y,SC 000048:37,E
R&Mc-34,1030766,y,SC 000050:42,E
R&Mc-35,1030913,y,SC 000053:9,E
R&Mc-36,1030875,y,SC 000052:30,E
R&Mc-37,1030909,y,SC 000053:4,E
R&Mc-38,1030795,y,SC 000051:10,E
R&Mc-39,1030903,y,SC 000052:58,E
R&Mc-4,1030760,y,SC 000050:36,E
R&Mc-40,1030937,y,SC 000053:33,E
R&Mc-41,1030910,y,SC 000053:6,E
R&Mc-42,1030885,y,SC 000052:40,E
R&Mc-43,1030810,y,SC 000051:25,E
R&Mc-44,1030891,y,SC 000052:46,E
R&Mc-45,1030861,y,SC 000052:16,E
R&Mc-46,1030517,y,SC 000046:39,E
R&Mc-47,1030527,y,SC 000046:49,E
R&Mc-48,1030484,y,SC 000046:6,E
R&Mc-49,1030477,y,SC 000045:65,E
R&Mc-5,1030812,y,SC 000051:27,E
R&Mc-50,1030485,y,SC 000046:7,E
R&Mc-51,1030483,y,SC 000046:5,E
R&Mc-52,1030540,y,SC 000046:62,E
R&Mc-53,1030500,y,SC 000046:22,E
R&Mc-54,1030491,y,SC 000046:13,E
R&Mc-55,1030513,y,SC 000046:35,E
R&Mc-56,1030538,y,SC 000046:60,E
R&Mc-57,1031047,y,SC 000055:22,E
R&Mc-58,1031261,y,SC 000058:43,E
R&Mc-59,1031012,y,SC 000054:53,E
R&Mc-6,1030688,y,SC 000049:25,E
R&Mc-60,1031084,y,SC 000055:59,E
R&Mc-61,1030618,y,SC 000048:16,E
R&Mc-62,1030959,y,SC 000053:5,E
R&Mc-63,1030986,y,SC 000054:27,E
R&Mc-64,1031236,y,SC 000058:18,E
R&Mc-65,1031209,y,SC 000057:54,E
R&Mc-66,1031075,y,SC 000055:50,E
R&Mc-67,1031167,y,SC 000057:12,E
R&Mc-68,1031168,y,SC 000057:13,E
R&Mc-69,1030980,y,SC 000054:21,E
R&Mc-7,1030806,y,SC 000051:21,E
R&Mc-70,1030983,y,SC 000054:24,E
R&Mc-71,1031120,y,SC 000056:30,E
R&Mc-72,1031071,y,SC 000055:46,E
R&Mc-73,1031283,y,SC 000059:1,E
R&Mc-74,1030981,y,SC 000054:22,E
R&Mc-75,1030990,y,SC 000054:31,E
R&Mc-76,1030967,y,SC 000054:8,E
R&Mc-77,1031115,y,SC 000056:25,E
R&Mc-78,1031087,y,SC 000055:62,E
R&Mc-79,1031291,y,SC 000059:9,E
R&Mc-8,1030763,y,SC 000050:39,E
R&Mc-80,1030972,y,SC 000054:13,E
R&Mc-81,1031282,y,SC 000058:64,E
R&Mc-82,1030979,y,SC 000054:20,E
R&Mc-83,1031074,y,SC 000055:49,E
R&Mc-84,1031099,y,SC 000056:9,E
R&Mc-85,1031295,y,SC 000059:13,E
R&Mc-86,1031053,y,SC 000055:28,E
R&Mc-87,1031298,y,SC 000059:16,E
R&Mc-88,1031301,y,SC 000059:19,E
R&Mc-89,1031249,y,SC 000058:31,E
R&Mc-9,1030748,y,SC 000050:24,E
R&Mc-90,1030486,y,SC 000046:8,E
R&Mc-91,1030493,y,SC 000046:15,E
S-10,1030112,Y,SC 000039:53,E
S-100,1030082,Y,SC 000039:23,E
S-101,1030091,Y,SC 000039:32,E
S-102,1030079,Y,SC 000039:20,E
S-103,1030084,Y,SC 000039:25,E
S-108,1030094,Y,SC 000039:35,E
S-114,1030105,Y,SC 000039:46,E
S-117,1030099,Y,SC 000039:40,E
S-118,1030088,Y,SC 000039:29,E
S-121,1030111,Y,SC 000039:52,E
S-122,1030065,Y,SC 000039:6,E
S-123,1030066,Y,SC 000039:7,E
S-28,1030095,Y,SC 000039:36,E
S-36,1030106,Y,SC 000039:47,E
S-37,1030103,Y,SC 000039:44,E
S-38,1030108,Y,SC 000039:49,E
S-44,1030075,Y,SC 000039:16,E
S-45,1030104,Y,SC 000039:45,E
S-46,1030107,Y,SC 000039:48,E
S-5,1030086,Y,SC 000039:27,E
S-53,1030080,Y,SC 000039:21,E
S-55,1030100,Y,SC 000039:41,E
S-57,1030081,Y,SC 000039:22,E
S-58,1030068,Y,SC 000039:9,E
S-59,1030085,Y,SC 000039:26,E
S-60,1030110,Y,SC 000039:51,E
S-61,1030098,Y,SC 000039:39,E
S-62,1030109,Y,SC 000039:50,E
S-64,1030087,Y,SC 000039:28,E
S-69,1030101,Y,SC 000039:42,E
S-7,1030064,Y,SC 000039:5,E
S-71,1030093,Y,SC 000039:34,E
S-72,1030096,Y,SC 000039:37,E
S-73,1030089,Y,SC 000039:30,E
S-76,1030076,Y,SC 000039:17,E
S-77,1030097,Y,SC 000039:38,E
S-78,1030078,Y,SC 000039:19,E
S-79,1030072,Y,SC 000039:13,E
S-80,1030090,Y,SC 000039:31,E
S-82,1030061,Y,SC 000039:2,E
S-83,1030071,Y,SC 000039:12,E
S-84,1030063,Y,SC 000039:4,E
S-85,1030060,Y,SC 000039:1,E
S-86,1030092,Y,SC 000039:33,E
S-87,1030077,Y,SC 000039:18,E
S-89,1030074,Y,SC 000039:15,E
S-90,1030069,Y,SC 000039:10,E
S-94,1030067,Y,SC 000039:8,E
S-96,1030083,Y,SC 000039:24,E
S-97,1030073,Y,SC 000039:14,E
S-98,1030070,Y,SC 000039:11,E
S-98A,1030070,Y,SC 000039:11,E
S-99,1030062,Y,SC 000039:3,E
SAS-1,1030584,y,SC 000047:44,E
SAS-10,1030594,y,SC 000047:54,E
SAS-11,1030560,y,SC 000047:20,E
SAS-12,1030591,y,SC 000047:51,E
SAS-13,1030554,y,SC 000047:14,E
SAS-14,1030559,y,SC 000047:19,E
SAS-15,1030571,y,SC 000047:31,E
SAS-17,1030551,y,SC 000047:11,E
SAS-18,1030691,y,SC 000049:28,E
SAS-19,1030678,y,SC 000049:15,E
SAS-2,1030592,y,SC 000047:52,E
SAS-20,1030673,y,SC 000049:10,E
SAS-21,1030690,y,SC 000049:27,E
SAS-22,1030665,y,SC 000049:2,E
SAS-23,1030674,y,SC 000049:11,E
SAS-24,1030687,y,SC 000049:24,E
SAS-25,1030684,y,SC 000049:21,E
SAS-26,1030612,y,SC 000048:10,E
SAS-27,1030984,y,SC 000054:25,E
SAS-27.5,1031008,y,SC 000054:49,E
SAS-28,1031325,y,SC 000059:43,E
SAS-29,1030988,y,SC 000054:29,E
SAS-3,1030569,y,SC 000047:29,E
SAS-30,1031007,y,SC 000054:48,E
SAS-31,1031125,y,SC 000056:35,E
SAS-32,1031143,y,SC 000056:53,E
SAS-33,1030989,y,SC 000054:30,E
SAS-34,1030987,y,SC 000054:28,E
SAS-35,1031132,y,SC 000056:42,E
SAS-36,1031129,y,SC 000056:39,E
SAS-37,1031097,y,SC 000056:7,E
SAS-38,1031105,y,SC 000056:15,E
SAS-39,1031054,y,SC 000055:29,E
SAS-4,1030581,y,SC 000047:41,E
SAS-40,1031054,y,SC 000055:29,E
SAS-41,1031140,y,SC 000056:50,E
SAS-42,1030998,y,SC 000054:39,E
SAS-43,1030998,y,SC 000054:39,E
SAS-44,1031133,y,SC 000056:43,E
SAS-45,1031083,y,SC 000055:58,E
SAS-46,1031083,y,SC 000055:58,E
SAS-47,1031191,y,SC 000057:36,E
SAS-48,1031126,y,SC 000056:36,E
SAS-49,1030821,y,SC 000051:36,E
SAS-5,1030576,y,SC 000047:36,E
SAS-50,1030642,y,SC 000048:40,E
SAS-51,1030756,y,SC 000050:32,E
SAS-52,1030611,y,SC 000048:9,E
SAS-53,1031055,y,SC 000055:30,E
SAS-54,1030961,y,SC 000054:2,E
SAS-55,1030971,y,SC 000054:12,E
SAS-56,1030963,y,SC 000054:4,E
SAS-58,1030968,y,SC 000054:9,E
SAS-59,1030976,y,SC 000054:17,E
SAS-6,1030555,y,SC 000047:15,E
SAS-61,1030975,y,SC 000054:16,E
SAS-63,1031157,y,SC 000057:2,E
SAS-64,1030977,y,SC 000054:18,E
SAS-66,1030968,y,SC 000054:9,E
SAS-7,1030588,y,SC 000047:48,E
SAS-8,1030583,y,SC 000047:43,E
SAS-9,1030547,y,SC 000047:7,E
SAW-1,1030170,Y,SC 000041:37,E
SAW-1,1030218,Y,SC 000041:85,E
SAW-1,1030238,Y,SC 000042:18,E
SAW-1,1030239,Y,SC 000042:19,E
SAW-10,1030174,Y,SC 000041:41,E
SAW-13,1030145,Y,SC 000041:12,E
SAW-14,1030153,Y,SC 000041:20,E
SAW-15,1030246,Y,SC 000042:26,E
SAW-15,1030286,Y,SC 000042:66,E
SAW-15,1030287,Y,SC 000042:67,E
SAW-15,1030291,Y,SC 000042:72,E
SAW-17,1030135,Y,SC 000041:2,E
SAW-17,1030176,Y,SC 000041:43,E
SAW-17,1030180,Y,SC 000041:47,E
SAW-17,1030181,Y,SC 000041:48,E
SAW-17,1030184,Y,SC 000041:51,E
SAW-17,1030187,Y,SC 000041:54,E
SAW-17,1030189,Y,SC 000041:56,E
SAW-17,1030281,Y,SC 000042:61,E
SAW-21,1030145,Y,SC 000041:12,E
SAW-23,1030176,Y,SC 000041:43,E
SAW-4,1030185,Y,SC 000041:52,E
SAW-5,1030179,Y,SC 000041:46,E
SAW-5,1030215,Y,SC 000041:82,E
SAW-5,1030232,Y,SC 000042:12,E
SAW-7,1030201,Y,SC 000041:68,E
SAW-7,1030230,Y,SC 000042:10,E
SAW-7,1030237,Y,SC 000042:17,E
SAW-7,1030256,Y,SC 000042:36,E
SCH-1,1030745,y,SC 000050:21,E
SCH-10,1030713,y,SC 000049:50,E
SCH-11,1030701,y,SC 000049:38,E
SCH-12,1030717,y,SC 000049:54,E
SCH-12.5,1030717,y,SC 000049:54,E
SCH-14,1030632,y,SC 000048:30,E
SCH-15,1030852,y,SC 000052:7,E
SCH-16,1030676,y,SC 000049:13,E
SCH-17,1030686,y,SC 000049:23,E
SCH-18,1030626,y,SC 000048:24,E
SCH-19,1030628,y,SC 000048:26,E
SCH-2,1030702,y,SC 000049:39,E
SCH-20,1030744,y,SC 000050:20,E
SCH-21,1030648,y,SC 000048:46,E
SCH-22,1030862,y,SC 000052:17,E
SCH-23,1030863,y,SC 000052:18,E
SCH-24,1030954,y,SC 000053:50,E
SCH-25,1030953,y,SC 000053:49,E
SCH-26,1030853,y,SC 000052:8,E
SCH-27,1030950,y,SC 000053:46,E
SCH-28,1030635,y,SC 000048:33,E
SCH-29,1030895,y,SC 000052:50,E
SCH-3,1030715,y,SC 000049:52,E
SCH-30,1030927,y,SC 000053:23,E
SCH-31,1030951,y,SC 000053:47,E
SCH-32,1030857,y,SC 000052:12,E
SCH-33,1030931,y,SC 000053:27,E
SCH-34,1030855,y,SC 000052:10,E
SCH-35,1030876,y,SC 000052:31,E
SCH-36,1030873,y,SC 000052:28,E
SCH-37,1031049,y,SC 000055:24,E
SCH-38,1030780,y,SC 000050:56,E
SCH-39,1030663,y,SC 000048:61,E
SCH-4,1030741,y,SC 000050:17,E
SCH-40,1030729,y,SC 000050:5,E
SCH-41,1030845,y,SC 000051:60,E
SCH-42,1030657,y,SC 000048:55,E
SCH-43,1030740,y,SC 000050:16,E
SCH-44,1030893,y,SC 000052:48,E
SCH-45,1030672,y,SC 000049:9,E
SCH-46,1030869,y,SC 000052:24,E
SCH-47,1030800,y,SC 000051:15,E
SCH-48,1030958,y,SC 000053:54,E
SCH-49,1030866,y,SC 000052:21,E
SCH-5,1030667,y,SC 000049:4,E
SCH-50,1030851,y,SC 000052:6,E
SCH-51,1030834,y,SC 000051:49,E
SCH-52,1030930,y,SC 000053:26,E
SCH-53,1030948,y,SC 000053:44,E
SCH-54,1030801,y,SC 000051:16,E
SCH-55,1030829,y,SC 000051:44,E
SCH-56,1030912,y,SC 000053:8,E
SCH-57,1030957,y,SC 000053:53,E
SCH-58,1030814,y,SC 000051:29,E
SCH-59,1030889,y,SC 000052:44,E
SCH-6,1030819,y,SC 000051:34,E
SCH-60,1030944,y,SC 000053:40,E
SCH-61,1030847,y,SC 000052:2,E
SCH-62,1030630,y,SC 000048:28,E
SCH-63,1030846,y,SC 000052:1,E
SCH-64,1030952,y,SC 000053:48,E
SCH-65,1030892,y,SC 000052:47,E
SCH-66,1030867,y,SC 000052:22,E
SCH-67,1030727,y,SC 000050:3,E
SCH-68,1030762,y,SC 000050:38,E
SCH-69,1030637,y,SC 000048:35,E
SCH-7,1030619,y,SC 000048:17,E
SCH-70,1030881,y,SC 000052:36,E
SCH-71,1030841,y,SC 000051:56,E
SCH-72,1031153,y,SC 000056:63,E
SCH-73,1030868,y,SC 000052:23,E
SCH-74,1030856,y,SC 000052:11,E
SCH-75,1030718,y,SC 000049:55,E
SCH-8,1030694,y,SC 000049:31,E
SCH-9,1030677,y,SC 000049:14,E
TGI-1,1030536,y,SC 000046:58,E
TGI-10,1030597,y,SC 000047:57,E
TGI-11,1031299,y,SC 000059:17,E
TGI-12,1031263,y,SC 000058:45,E
TGI-13,1031274,y,SC 000058:56,E
TGI-14,1031290,y,SC 000059:8,E
TGI-15,1030907,y,SC 000053:2,E
TGI-16,1030939,y,SC 000053:35,E
TGI-17,1030925,y,SC 000053:21,E
TGI-18,1030562,y,SC 000047:22,E
TGI-19,1030589,y,SC 000047:49,E
TGI-2,1030541,y,SC 000047:1,E
TGI-20,1030522,y,SC 000046:44,E
TGI-21,1030598,y,SC 000047:58,E
TGI-21,1030865,y,SC 000052:20,E
TGI-22,1030923,y,SC 000053:19,E
TGI-23,1030924,y,SC 000053:20,E
TGI-24,1030900,y,SC 000052:55,E
TGI-25,1030936,y,SC 000053:32,E
TGI-26,1030802,y,SC 000051:17,E
TGI-27,1031306,y,SC 000059:24,E
TGI-28,1030901,y,SC 000052:56,E
TGI-29,1030917,y,SC 000053:13,E
TGI-3,1030539,y,SC 000046:61,E
TGI-30,1030915,y,SC 000053:11,E
TGI-31,1031019,y,SC 000054:60,E
TGI-32,1030919,y,SC 000053:15,E
TGI-34,1031082,y,SC 000055:57,E
TGI-34.5,1031082,y,SC 000055:57,E
TGI-35,1031134,y,SC 000056:44,E
TGI-36,1031323,y,SC 000059:41,E
TGI-37,1031040,y,SC 000055:15,E
TGI-38,1031041,y,SC 000055:16,E
TGI-39,1030519,y,SC 000046:41,E
TGI-4,1030543,y,SC 000047:3,E
TGI-40,1030544,y,SC 000047:4,E
TGI-41,1030464,y,SC 000045:52,E
TGI-42,1030573,y,SC 000047:33,E
TGI-43,1030882,y,SC 000052:37,E
TGI-44,1030933,y,SC 000053:29,E
TGI-5,1030572,y,SC 000047:32,E
TGI-6,1030568,y,SC 000047:28,E
TGI-7,1030498,y,SC 000046:20,E
TGI-8,1030545,y,SC 000047:5,E
TGI-9,1030582,y,SC 000047:42,E
TJG-1,1032748,y,SC 000079:8,E
TJG-10,1032754,y,SC 000079:14,E
TJG-2,1032743,y,SC 000079:3,E
TJG-3,1032763,y,SC 000079:23,E
TJG-4,1032757,y,SC 000079:17,E
TJG-5,1032746,y,SC 000079:6,E
TJG-6,1032747,y,SC 000079:7,E
TJG-7,1032748,y,SC 000079:8,E
TJG-8,1032753,y,SC 000079:13,E
TJG-9,1032755,y,SC 000079:15,E
W-1,1031124,y,SC 000056:34,E
W-10,1031193,y,SC 000057:38,E
W-11,1031225,y,SC 000058:7,E
W-12,1030585,y,SC 000047:45,E
W-13,1031250,y,SC 000058:32,E
W-14,1031171,y,SC 000057:16,E
W-15,1031195,y,SC 000057:40,E
W-16,1031176,y,SC 000057:21,E
W-17,1031218,y,SC 000057:63,E
W-18,1031192,y,SC 000057:37,E
W-19,1031178,y,SC 000057:23,E
W-2,1031123,y,SC 000056:33,E
W-20,1031205,y,SC 000057:50,E
W-21,1031208,y,SC 000057:53,E
W-22,1031235,y,SC 000058:17,E
W-23,1031180,y,SC 000057:25,E
W-23.25,1030463,y,SC 000045:51,E
W-23.5,1031202,y,SC 000057:47,E
W-24,1031203,y,SC 000057:48,E
W-25,1031234,y,SC 000058:16,E
W-26,1031184,y,SC 000057:29,E
W-27,1031196,y,SC 000057:41,E
W-28,1031181,y,SC 000057:26,E
W-29,1031173,y,SC 000057:18,E
W-3,1030823,y,SC 000051:38,E
W-3,1031177,y,SC 000057:22,E
W-30,1031179,y,SC 000057:24,E
W-31,1031185,y,SC 000057:30,E
W-32,1031204,y,SC 000057:49,E
W-33,1031177,y,SC 000057:22,E
W-33,1031213,y,SC 000057:58,E
W-34,1031220,y,SC 000058:2,E
W-35,1031245,y,SC 000058:27,E
W-36,1031216,y,SC 000057:61,E
W-37,1031302,y,SC 000059:20,E
W-38,1031284,y,SC 000059:2,E
W-39,1031182,y,SC 000057:27,E
W-4,1031217,y,SC 000057:62,E
W-40,1031247,y,SC 000058:29,E
W-41,1031227,y,SC 000058:9,E
W-42,1031244,y,SC 000058:26,E
W-43,1031226,y,SC 000058:8,E
W-44,1031224,y,SC 000058:6,E
W-45,1031187,y,SC 000057:32,E
W-46,1031215,y,SC 000057:60,E
W-5,1031233,y,SC 000058:15,E
W-6,1031186,y,SC 000057:31,E
W-7,1031241,y,SC 000058:23,E
W-8,1031199,y,SC 000057:44,E
W-9,1031232,y,SC 000058:14,E
WB-1,1032817,y,SC 000080:35,E
WB-10,1032803,y,SC 000080:21,E
WB-11,1032802,y,SC 000080:20,E
WB-12,1032804,y,SC 000080:22,E
WB-13,1032813,y,SC 000080:31,E
WB-14,1032797,y,SC 000080:15,E
WB-15,1032783,y,SC 000080:1,E
WB-16,1032819,y,SC 000080:37,E
WB-17,1032776,y,SC 000079:36,E
WB-18,1032784,y,SC 000080:2,E
WB-19,1032814,y,SC 000080:32,E
WB-2,1032863,y,SC 000082:3,E
WB-20,1032785,y,SC 000080:3,E
WB-21,1032778,y,SC 000079:38,E
WB-22,1032875,y,SC 000082:15,E
WB-23,1032787,y,SC 000080:5,E
WB-24,1032798,y,SC 000080:16,E
WB-25,1032816,y,SC 000080:34,E
WB-26,1032752,y,SC 000079:12,E
WB-27,1032751,y,SC 000079:11,E
WB-28,1032750,y,SC 000079:10,E
WB-29,1032749,y,SC 000079:9,E
WB-3,1032820,y,SC 000080:38,E
WB-30,1032792,y,SC 000080:10,E
WB-32,1032756,y,SC 000079:16,E
WB-33,1032794,y,SC 000080:12,E
WB-34,1032745,y,SC 000079:5,E
WB-35,1032771,y,SC 000079:31,E
WB-36,1032760,y,SC 000079:20,E
WB-37,1032742,y,SC 000079:2,E
WB-38,1032744,y,SC 000079:4,E
WB-4,1032818,y,SC 000080:36,E
WB-40,1032897,y,SC 000082:37,E
WB-4b,1032796,y,SC 000080:14,E
WB-5,1032811,y,SC 000080:29,E
WB-6,1032815,y,SC 000080:33,E
WB-7,1032793,y,SC 000080:11,E
WB-8,1032801,y,SC 000080:19,E
WB-9,1032786,y,SC 000080:4,E
WB3-1,1030365,y,SC 000044:20,E
WB3-10,1030352,y,SC 000044:7,E
WB3-11,1030393,y,SC 000044:48,E
WB3-12,1030373,y,SC 000044:28,E
WB3-13,1030360,y,SC 000044:15,E
WB3-14,1030362,y,SC 000044:17,E
WB3-15,1030367,y,SC 000044:22,E
WB3-16,1030586,y,SC 000047:46,E
WB3-18,1030385,y,SC 000044:40,E
WB3-19,1030366,y,SC 000044:21,E
WB3-20,1030692,y,SC 000049:29,E
WB3-22,1030738,y,SC 000050:14,E
WB3-23,1030706,y,SC 000049:43,E
WB3-24,1030693,y,SC 000049:30,E
WB3-25,1030827,y,SC 000051:42,E
WB3-26,1030725,y,SC 000050:1,E
WB3-27,1030764,y,SC 000050:40,E
WB3-28,1030749,y,SC 000050:25,E
WB3-29,1030504,y,SC 000046:26,E
WB3-3,1030361,y,SC 000044:16,E
WB3-30,1030449,y,SC 000045:37,E
WB3-31,1030590,y,SC 000047:50,E
WB3-32,1030526,y,SC 000046:48,E
WB3-33,1030523,y,SC 000046:45,E
WB3-34,1030346,y,SC 000044:1,E
WB3-35,1030497,y,SC 000046:19,E
WB3-36,1030475,y,SC 000045:63,E
WB3-37,1030521,y,SC 000046:43,E
WB3-38,1030518,y,SC 000046:40,E
WB3-39,1030423,y,SC 000045:11,E
WB3-4,1030556,y,SC 000047:16,E
WB3-40,1030524,y,SC 000046:46,E
